Column Name,Identified Column,Year
DPSBTOFC,False,2017-2018
DPSTNOFC,False,2017-2018
DPSTBAFC,False,2017-2018
DPSTMSFC,False,2017-2018
DPSTPHFC,False,2017-2018
DPSPCOFC,False,2017-2018
DPSECOFC,False,2017-2018
DPSPTOFC,False,2017-2018
DPSXTOFC,False,2017-2018
DPSATOFC,False,2017-2018
DPSOTOFC,False,2017-2018
DPSTINFC,False,2017-2018
DPSTPIFC,False,2017-2018
DPSTASFC,False,2017-2018
DPSTBLFC,False,2017-2018
DPSTHIFC,False,2017-2018
DPSTWHFC,False,2017-2018
DPSTTWFC,False,2017-2018
DPSTMAFC,False,2017-2018
DPSTFEFC,False,2017-2018
DPSXCOFC,False,2017-2018
DPSTREFC,False,2017-2018
DPSTVOFC,False,2017-2018
DPSTBIFC,False,2017-2018
DPSTCOFC,False,2017-2018
DPSTGIFC,False,2017-2018
DPSTSPFC,False,2017-2018
DPSTOPFC,False,2017-2018
DPSTURNN,False,2017-2018
DPSTURND,False,2017-2018
DPSTURNR,False,2017-2018
DPSTFTEC,False,2017-2018
DPSTTENA,False,2017-2018
DPSTEXPA,False,2017-2018
DPSAMIFC,False,2017-2018
DPSTEXPT,False,2017-2018
DPSTTENT,False,2017-2018
DPCTSOCS,False,2017-2018
DPCTSOCC,False,2017-2018
DPCTSCIS,False,2017-2018
DPCTSCIC,False,2017-2018
DPCTMATS,False,2017-2018
DPCTMATC,False,2017-2018
DPCTG06S,False,2017-2018
DPCTG06C,False,2017-2018
DPCTG05S,False,2017-2018
DPCTG05C,False,2017-2018
DPCTG04S,False,2017-2018
DPCTG04C,False,2017-2018
DPCTG03S,False,2017-2018
DPCTG03C,False,2017-2018
DPCTG02S,False,2017-2018
DPCTG02C,False,2017-2018
DPCTG01S,False,2017-2018
DPCTG01C,False,2017-2018
DPCTGMES,False,2017-2018
DPCTGMEC,False,2017-2018
DPCTGKGS,False,2017-2018
DPCTGKGC,False,2017-2018
DPCTFLAS,False,2017-2018
DPCTFLAC,False,2017-2018
DPCTENGS,False,2017-2018
DPCTENGC,False,2017-2018
DPCTSOCA,False,2017-2018
DPCTSCIA,False,2017-2018
DPCTMATA,False,2017-2018
DPCTGMEA,False,2017-2018
DPCTGKGA,False,2017-2018
DPCTG06A,False,2017-2018
DPCTG05A,False,2017-2018
DPCTG04A,False,2017-2018
DPCTG03A,False,2017-2018
DPCTG02A,False,2017-2018
DPCTG01A,False,2017-2018
DPCTFLAA,False,2017-2018
DPCTENGA,False,2017-2018
DPSPTOFP,False,2017-2018
DPSTTOFP,False,2017-2018
DPSUTOFP,False,2017-2018
DPSSTOFP,False,2017-2018
DPSCTOFP,False,2017-2018
DPSETOFP,False,2017-2018
DPSXTOFP,False,2017-2018
DPSAMIFP,False,2017-2018
DPSTNOFP,False,2017-2018
DPSTBAFP,False,2017-2018
DPSTMSFP,False,2017-2018
DPSTPHFP,False,2017-2018
DPST00FP,False,2017-2018
DPST01FP,False,2017-2018
DPST06FP,False,2017-2018
DPST11FP,False,2017-2018
DPST20FP,False,2017-2018
DPSTREFP,False,2017-2018
DPSTVOFP,False,2017-2018
DPSTBIFP,False,2017-2018
DPSTCOFP,False,2017-2018
DPSTGIFP,False,2017-2018
DPSTSPFP,False,2017-2018
DPSTOPFP,False,2017-2018
DPSTBLFP,False,2017-2018
DPSTWHFP,False,2017-2018
DPSTHIFP,False,2017-2018
DPSTPIFP,False,2017-2018
DPSTINFP,False,2017-2018
DPSTASFP,False,2017-2018
DPSTTWFP,False,2017-2018
DPSTMAFP,False,2017-2018
DPSTFEFP,False,2017-2018
Teacher to Student Ratio,True,2017-2018
DPST00SA,False,2017-2018
DPST01SA,False,2017-2018
DPST06SA,False,2017-2018
DPST11SA,False,2017-2018
DPST20SA,False,2017-2018
DPSTTOSA,False,2017-2018
DPSUTOSA,False,2017-2018
DPSSTOSA,False,2017-2018
DPSCTOSA,False,2017-2018
DPSHEXPA,False,2017-2018
DPSHTENA,False,2017-2018
DPSLEXPA,False,2017-2018
DPSLTENA,False,2017-2018
DPSHEXPT,False,2017-2018
DPSHTENT,False,2017-2018
DPSLEXPT,False,2017-2018
DPSLTENT,False,2017-2018
DPSHFTEC,False,2017-2018
DPSLFTEC,False,2017-2018
DPFEIERP,False,2017-2018
DPSAINHP,False,2017-2018
DA0GR17N,False,2017-2018
DA0GM17N,False,2017-2018
DA0GH17N_x,False,2017-2018
DA0GE17N_x,False,2017-2018
DA0GA17N_x,False,2017-2018
DA0GN17N,False,2017-2018
DB0GR17N,False,2017-2018
DH0GR17N,False,2017-2018
DW0GR17N,False,2017-2018
DI0GR17N,False,2017-2018
D30GR17N,False,2017-2018
D40GR17N,False,2017-2018
D20GR17N,False,2017-2018
DE0GR17N,False,2017-2018
DS0GR17N,False,2017-2018
DL0GR17N,False,2017-2018
DR0GR17N,False,2017-2018
DA0GH17P,False,2017-2018
DA0GN17P,False,2017-2018
DA0GE17P,False,2017-2018
DA0GA17P,False,2017-2018
All Student Graduation Rate ,True,2017-2018
African American Student Graduation Rate,True,2017-2018
Hispanic Student Graduation Rate,True,2017-2018
White Student Graduation Rate,True,2017-2018
American Indian Student Graduation Rate,True,2017-2018
Asian American Student Graduation Rate,True,2017-2018
Pacific Islander Student Graduation Rate,True,2017-2018
Two or More Races Student Graduation Rate,True,2017-2018
Economically Disadvantaged Student Graduation Rate,True,2017-2018
Special Education Student Graduation Rate,True,2017-2018
DL0GR17R,False,2017-2018
DR0GR17R,False,2017-2018
DA0GM17P,False,2017-2018
DA0AT17N,False,2017-2018
D20AT17N,False,2017-2018
D30AT17N,False,2017-2018
D40AT17N,False,2017-2018
DB0AT17N,False,2017-2018
DH0AT17N,False,2017-2018
DW0AT17N,False,2017-2018
DI0AT17N,False,2017-2018
DE0AT17N,False,2017-2018
DS0AT17N,False,2017-2018
DF0AT17N,False,2017-2018
DM0AT17N,False,2017-2018
DL0AT17N,False,2017-2018
DR0AT17N,False,2017-2018
DA0AT17D,False,2017-2018
D20AT17D,False,2017-2018
D30AT17D,False,2017-2018
D40AT17D,False,2017-2018
DB0AT17D,False,2017-2018
DH0AT17D,False,2017-2018
DW0AT17D,False,2017-2018
DI0AT17D,False,2017-2018
DE0AT17D,False,2017-2018
DS0AT17D,False,2017-2018
DF0AT17D,False,2017-2018
DM0AT17D,False,2017-2018
DL0AT17D,False,2017-2018
DR0AT17D,False,2017-2018
All Students Attendance Rate,True,2017-2018
Two or More Races Student Attendance Rate,True,2017-2018
Asian American Student Attendance Rate,True,2017-2018
Pacific Islander Student Attendance Rate,True,2017-2018
African American Student Attendance Rate,True,2017-2018
Hispanic Student Attendance Rate,True,2017-2018
White Student Attendance Rate,True,2017-2018
American Indian Student Attendance Rate,True,2017-2018
Economically Disadvantaged Student Attendance Rate,True,2017-2018
Special Education Student Attendance Rate,True,2017-2018
DF0AT17R,False,2017-2018
DM0AT17R,False,2017-2018
DL0AT17R,False,2017-2018
DR0AT17R,False,2017-2018
DA0AT16N,False,2017-2018
D20AT16N,False,2017-2018
D30AT16N,False,2017-2018
D40AT16N,False,2017-2018
DB0AT16N,False,2017-2018
DH0AT16N,False,2017-2018
DW0AT16N,False,2017-2018
DI0AT16N,False,2017-2018
DE0AT16N,False,2017-2018
DS0AT16N,False,2017-2018
DF0AT16N,False,2017-2018
DM0AT16N,False,2017-2018
DL0AT16N,False,2017-2018
DR0AT16N,False,2017-2018
DA0AT16D,False,2017-2018
D20AT16D,False,2017-2018
D30AT16D,False,2017-2018
D40AT16D,False,2017-2018
DB0AT16D,False,2017-2018
DH0AT16D,False,2017-2018
DW0AT16D,False,2017-2018
DI0AT16D,False,2017-2018
DE0AT16D,False,2017-2018
DS0AT16D,False,2017-2018
DF0AT16D,False,2017-2018
DM0AT16D,False,2017-2018
DL0AT16D,False,2017-2018
DR0AT16D,False,2017-2018
DA0AT16R,False,2017-2018
D20AT16R,False,2017-2018
D30AT16R,False,2017-2018
D40AT16R,False,2017-2018
DB0AT16R,False,2017-2018
DH0AT16R,False,2017-2018
DW0AT16R,False,2017-2018
DI0AT16R,False,2017-2018
DE0AT16R,False,2017-2018
DS0AT16R,False,2017-2018
DF0AT16R,False,2017-2018
DM0AT16R,False,2017-2018
DL0AT16R,False,2017-2018
DR0AT16R,False,2017-2018
DA0708DR17N,False,2017-2018
DM0708DR17N,False,2017-2018
DF0708DR17N,False,2017-2018
D30708DR17N,False,2017-2018
DB0708DR17N,False,2017-2018
DH0708DR17N,False,2017-2018
DI0708DR17N,False,2017-2018
D40708DR17N,False,2017-2018
D20708DR17N,False,2017-2018
DW0708DR17N,False,2017-2018
DE0708DR17N,False,2017-2018
DS0708DR17N,False,2017-2018
DR0708DR17N,False,2017-2018
DL0708DR17N,False,2017-2018
DA0708DR17D,False,2017-2018
DM0708DR17D,False,2017-2018
DF0708DR17D,False,2017-2018
D30708DR17D,False,2017-2018
DB0708DR17D,False,2017-2018
DH0708DR17D,False,2017-2018
DI0708DR17D,False,2017-2018
D40708DR17D,False,2017-2018
D20708DR17D,False,2017-2018
DW0708DR17D,False,2017-2018
DE0708DR17D,False,2017-2018
DS0708DR17D,False,2017-2018
DR0708DR17D,False,2017-2018
DL0708DR17D,False,2017-2018
Grade 07-08 All Student Dropout Rate,True,2017-2018
DM0708DR17R,False,2017-2018
DF0708DR17R,False,2017-2018
Grade 07-08 Asian American Student Dropout Rate,True,2017-2018
Grade 07-08 African American Student Dropout Rate,True,2017-2018
Grade 07-08 Hispanic Student Dropout Rate,True,2017-2018
Grade 07-08 American Indian Student Dropout Rate,True,2017-2018
Grade 07-08 Pacific Islander Student Dropout Rate,True,2017-2018
Grade 07-08 Two or More Races Student Dropout Rate,True,2017-2018
Grade 07-08 White Student Dropout Rate,True,2017-2018
Grade 07-08 Economically Disadvantaged Student Dropout Rate,True,2017-2018
Grade 07-08 Special Education Student Dropout Rate,True,2017-2018
DR0708DR17R,False,2017-2018
DL0708DR17R,False,2017-2018
DA0708DR16N,False,2017-2018
DM0708DR16N,False,2017-2018
DF0708DR16N,False,2017-2018
D30708DR16N,False,2017-2018
DB0708DR16N,False,2017-2018
DH0708DR16N,False,2017-2018
DI0708DR16N,False,2017-2018
D40708DR16N,False,2017-2018
D20708DR16N,False,2017-2018
DW0708DR16N,False,2017-2018
DE0708DR16N,False,2017-2018
DS0708DR16N,False,2017-2018
DR0708DR16N,False,2017-2018
DL0708DR16N,False,2017-2018
DA0708DR16D,False,2017-2018
DM0708DR16D,False,2017-2018
DF0708DR16D,False,2017-2018
D30708DR16D,False,2017-2018
DB0708DR16D,False,2017-2018
DH0708DR16D,False,2017-2018
DI0708DR16D,False,2017-2018
D40708DR16D,False,2017-2018
D20708DR16D,False,2017-2018
DW0708DR16D,False,2017-2018
DE0708DR16D,False,2017-2018
DS0708DR16D,False,2017-2018
DR0708DR16D,False,2017-2018
DL0708DR16D,False,2017-2018
DA0708DR16R,False,2017-2018
DM0708DR16R,False,2017-2018
DF0708DR16R,False,2017-2018
D30708DR16R,False,2017-2018
DB0708DR16R,False,2017-2018
DH0708DR16R,False,2017-2018
DI0708DR16R,False,2017-2018
D40708DR16R,False,2017-2018
D20708DR16R,False,2017-2018
DW0708DR16R,False,2017-2018
DE0708DR16R,False,2017-2018
DS0708DR16R,False,2017-2018
DR0708DR16R,False,2017-2018
DL0708DR16R,False,2017-2018
DA0912DR17N,False,2017-2018
DM0912DR17N,False,2017-2018
DF0912DR17N,False,2017-2018
D30912DR17N,False,2017-2018
DB0912DR17N,False,2017-2018
DH0912DR17N,False,2017-2018
DI0912DR17N,False,2017-2018
D40912DR17N,False,2017-2018
D20912DR17N,False,2017-2018
DW0912DR17N,False,2017-2018
DE0912DR17N,False,2017-2018
DS0912DR17N,False,2017-2018
DR0912DR17N,False,2017-2018
DL0912DR17N,False,2017-2018
DA0912DR17D,False,2017-2018
DM0912DR17D,False,2017-2018
DF0912DR17D,False,2017-2018
D30912DR17D,False,2017-2018
DB0912DR17D,False,2017-2018
DH0912DR17D,False,2017-2018
DI0912DR17D,False,2017-2018
D40912DR17D,False,2017-2018
D20912DR17D,False,2017-2018
DW0912DR17D,False,2017-2018
DE0912DR17D,False,2017-2018
DS0912DR17D,False,2017-2018
DR0912DR17D,False,2017-2018
DL0912DR17D,False,2017-2018
Grade 09-12 All Student Dropout Rate,True,2017-2018
DM0912DR17R,False,2017-2018
DF0912DR17R,False,2017-2018
Grade 09-12 Asian American Student Dropout Rate,True,2017-2018
Grade 09-12 African American Student Dropout Rate,True,2017-2018
Grade 09-12 Hispanic Student Dropout Rate,True,2017-2018
Grade 09-12 American Indian Student Dropout Rate,True,2017-2018
Grade 09-12 Pacific Islander Student Dropout Rate,True,2017-2018
Grade 09-12 Two or More Races Student Dropout Rate,True,2017-2018
Grade 09-12 White Student Dropout Rate,True,2017-2018
Grade 09-12 Economically Disadvantaged Student Dropout Rate,True,2017-2018
Grade 09-12 Special Education Student Dropout Rate,True,2017-2018
DR0912DR17R,False,2017-2018
DL0912DR17R,False,2017-2018
DA0912DR16N,False,2017-2018
DM0912DR16N,False,2017-2018
DF0912DR16N,False,2017-2018
D30912DR16N,False,2017-2018
DB0912DR16N,False,2017-2018
DH0912DR16N,False,2017-2018
DI0912DR16N,False,2017-2018
D40912DR16N,False,2017-2018
D20912DR16N,False,2017-2018
DW0912DR16N,False,2017-2018
DE0912DR16N,False,2017-2018
DS0912DR16N,False,2017-2018
DR0912DR16N,False,2017-2018
DL0912DR16N,False,2017-2018
DA0912DR16D,False,2017-2018
DM0912DR16D,False,2017-2018
DF0912DR16D,False,2017-2018
D30912DR16D,False,2017-2018
DB0912DR16D,False,2017-2018
DH0912DR16D,False,2017-2018
DI0912DR16D,False,2017-2018
D40912DR16D,False,2017-2018
D20912DR16D,False,2017-2018
DW0912DR16D,False,2017-2018
DE0912DR16D,False,2017-2018
DS0912DR16D,False,2017-2018
DR0912DR16D,False,2017-2018
DL0912DR16D,False,2017-2018
DA0912DR16R,False,2017-2018
DM0912DR16R,False,2017-2018
DF0912DR16R,False,2017-2018
D30912DR16R,False,2017-2018
DB0912DR16R,False,2017-2018
DH0912DR16R,False,2017-2018
DI0912DR16R,False,2017-2018
D40912DR16R,False,2017-2018
D20912DR16R,False,2017-2018
DW0912DR16R,False,2017-2018
DE0912DR16R,False,2017-2018
DS0912DR16R,False,2017-2018
DR0912DR16R,False,2017-2018
DL0912DR16R,False,2017-2018
DARC4X17N,False,2017-2018
DARC4X17D,False,2017-2018
DBRC4X17N,False,2017-2018
DBRC4X17D,False,2017-2018
DIRC4X17N,False,2017-2018
DIRC4X17D,False,2017-2018
D3RC4X17N,False,2017-2018
D3RC4X17D,False,2017-2018
DHRC4X17N,False,2017-2018
DHRC4X17D,False,2017-2018
D4RC4X17N,False,2017-2018
D4RC4X17D,False,2017-2018
DWRC4X17N,False,2017-2018
DWRC4X17D,False,2017-2018
D2RC4X17N,False,2017-2018
D2RC4X17D,False,2017-2018
DERC4X17N,False,2017-2018
DERC4X17D,False,2017-2018
DFRC4X17N,False,2017-2018
DFRC4X17D,False,2017-2018
DMRC4X17N,False,2017-2018
DMRC4X17D,False,2017-2018
DSRC4X17N,False,2017-2018
DSRC4X17D,False,2017-2018
DRRC4X17N,False,2017-2018
DRRC4X17D,False,2017-2018
DLRC4X17N,False,2017-2018
DLRC4X17D,False,2017-2018
DARC4X17R,False,2017-2018
DBRC4X17R,False,2017-2018
DIRC4X17R,False,2017-2018
D3RC4X17R,False,2017-2018
DHRC4X17R,False,2017-2018
D4RC4X17R,False,2017-2018
DWRC4X17R,False,2017-2018
D2RC4X17R,False,2017-2018
DERC4X17R,False,2017-2018
DFRC4X17R,False,2017-2018
DMRC4X17R,False,2017-2018
DSRC4X17R,False,2017-2018
DRRC4X17R,False,2017-2018
DLRC4X17R,False,2017-2018
DARC4X16N,False,2017-2018
DARC4X16D,False,2017-2018
DBRC4X16N,False,2017-2018
DBRC4X16D,False,2017-2018
DIRC4X16N,False,2017-2018
DIRC4X16D,False,2017-2018
D3RC4X16N,False,2017-2018
D3RC4X16D,False,2017-2018
DHRC4X16N,False,2017-2018
DHRC4X16D,False,2017-2018
D4RC4X16N,False,2017-2018
D4RC4X16D,False,2017-2018
DWRC4X16N,False,2017-2018
DWRC4X16D,False,2017-2018
D2RC4X16N,False,2017-2018
D2RC4X16D,False,2017-2018
DERC4X16N,False,2017-2018
DERC4X16D,False,2017-2018
DFRC4X16N,False,2017-2018
DFRC4X16D,False,2017-2018
DMRC4X16N,False,2017-2018
DMRC4X16D,False,2017-2018
DSRC4X16N,False,2017-2018
DSRC4X16D,False,2017-2018
DRRC4X16N,False,2017-2018
DRRC4X16D,False,2017-2018
DLRC4X16N,False,2017-2018
DLRC4X16D,False,2017-2018
DARC4X16R,False,2017-2018
DBRC4X16R,False,2017-2018
DIRC4X16R,False,2017-2018
D3RC4X16R,False,2017-2018
DHRC4X16R,False,2017-2018
D4RC4X16R,False,2017-2018
DWRC4X16R,False,2017-2018
D2RC4X16R,False,2017-2018
DERC4X16R,False,2017-2018
DFRC4X16R,False,2017-2018
DMRC4X16R,False,2017-2018
DSRC4X16R,False,2017-2018
DRRC4X16R,False,2017-2018
DLRC4X16R,False,2017-2018
DA0GX17N,False,2017-2018
DA0GH17N_y,False,2017-2018
DB0GX17N,False,2017-2018
DB0GH17N,False,2017-2018
DH0GX17N,False,2017-2018
DH0GH17N,False,2017-2018
DW0GX17N,False,2017-2018
DW0GH17N,False,2017-2018
DI0GX17N,False,2017-2018
DI0GH17N,False,2017-2018
D30GX17N,False,2017-2018
D30GH17N,False,2017-2018
D40GX17N,False,2017-2018
D40GH17N,False,2017-2018
D20GX17N,False,2017-2018
D20GH17N,False,2017-2018
DE0GX17N,False,2017-2018
DE0GH17N,False,2017-2018
DS0GX17N,False,2017-2018
DS0GH17N,False,2017-2018
DM0GX17N,False,2017-2018
DM0GH17N,False,2017-2018
DF0GX17N,False,2017-2018
DF0GH17N,False,2017-2018
DL0GX17N,False,2017-2018
DL0GH17N,False,2017-2018
DR0GX17N,False,2017-2018
DR0GH17N,False,2017-2018
DA0GH17R,False,2017-2018
DB0GH17R,False,2017-2018
DH0GH17R,False,2017-2018
DW0GH17R,False,2017-2018
DI0GH17R,False,2017-2018
D30GH17R,False,2017-2018
D40GH17R,False,2017-2018
D20GH17R,False,2017-2018
DM0GH17R,False,2017-2018
DF0GH17R,False,2017-2018
DE0GH17R,False,2017-2018
DS0GH17R,False,2017-2018
DL0GH17R,False,2017-2018
DR0GH17R,False,2017-2018
DA0GX16N,False,2017-2018
DA0GH16N,False,2017-2018
DB0GX16N,False,2017-2018
DB0GH16N,False,2017-2018
DH0GX16N,False,2017-2018
DH0GH16N,False,2017-2018
DW0GX16N,False,2017-2018
DW0GH16N,False,2017-2018
DI0GX16N,False,2017-2018
DI0GH16N,False,2017-2018
D30GX16N,False,2017-2018
D30GH16N,False,2017-2018
D40GX16N,False,2017-2018
D40GH16N,False,2017-2018
D20GX16N,False,2017-2018
D20GH16N,False,2017-2018
DE0GX16N,False,2017-2018
DE0GH16N,False,2017-2018
DS0GX16N,False,2017-2018
DS0GH16N,False,2017-2018
DM0GX16N,False,2017-2018
DM0GH16N,False,2017-2018
DF0GX16N,False,2017-2018
DF0GH16N,False,2017-2018
DL0GX16N,False,2017-2018
DL0GH16N,False,2017-2018
DR0GX16N,False,2017-2018
DR0GH16N,False,2017-2018
DA0GH16R,False,2017-2018
DB0GH16R,False,2017-2018
DH0GH16R,False,2017-2018
DW0GH16R,False,2017-2018
DI0GH16R,False,2017-2018
D30GH16R,False,2017-2018
D40GH16R,False,2017-2018
D20GH16R,False,2017-2018
DM0GH16R,False,2017-2018
DF0GH16R,False,2017-2018
DE0GH16R,False,2017-2018
DS0GH16R,False,2017-2018
DL0GH16R,False,2017-2018
DR0GH16R,False,2017-2018
DAPC4X17N,False,2017-2018
DAAC4X17N,False,2017-2018
DASC4X17N,False,2017-2018
DASC4X17D,False,2017-2018
DAFC4X17D,False,2017-2018
DBPC4X17N,False,2017-2018
DBAC4X17N,False,2017-2018
DBSC4X17N,False,2017-2018
DBSC4X17D,False,2017-2018
DBFC4X17D,False,2017-2018
DIPC4X17N,False,2017-2018
DIAC4X17N,False,2017-2018
DISC4X17N,False,2017-2018
DISC4X17D,False,2017-2018
DIFC4X17D,False,2017-2018
D3PC4X17N,False,2017-2018
D3AC4X17N,False,2017-2018
D3SC4X17N,False,2017-2018
D3SC4X17D,False,2017-2018
D3FC4X17D,False,2017-2018
DHPC4X17N,False,2017-2018
DHAC4X17N,False,2017-2018
DHSC4X17N,False,2017-2018
DHSC4X17D,False,2017-2018
DHFC4X17D,False,2017-2018
D4PC4X17N,False,2017-2018
D4AC4X17N,False,2017-2018
D4SC4X17N,False,2017-2018
D4SC4X17D,False,2017-2018
D4FC4X17D,False,2017-2018
DWPC4X17N,False,2017-2018
DWAC4X17N,False,2017-2018
DWSC4X17N,False,2017-2018
DWSC4X17D,False,2017-2018
DWFC4X17D,False,2017-2018
D2PC4X17N,False,2017-2018
D2AC4X17N,False,2017-2018
D2SC4X17N,False,2017-2018
D2SC4X17D,False,2017-2018
D2FC4X17D,False,2017-2018
DEPC4X17N,False,2017-2018
DEAC4X17N,False,2017-2018
DESC4X17N,False,2017-2018
DESC4X17D,False,2017-2018
DEFC4X17D,False,2017-2018
DFPC4X17N,False,2017-2018
DFAC4X17N,False,2017-2018
DFSC4X17N,False,2017-2018
DFSC4X17D,False,2017-2018
DFFC4X17D,False,2017-2018
DMPC4X17N,False,2017-2018
DMAC4X17N,False,2017-2018
DMSC4X17N,False,2017-2018
DMSC4X17D,False,2017-2018
DMFC4X17D,False,2017-2018
DSPC4X17N,False,2017-2018
DSAC4X17N,False,2017-2018
DSSC4X17N,False,2017-2018
DSSC4X17D,False,2017-2018
DSFC4X17D,False,2017-2018
DRPC4X17N,False,2017-2018
DRAC4X17N,False,2017-2018
DRSC4X17N,False,2017-2018
DRSC4X17D,False,2017-2018
DRFC4X17D,False,2017-2018
DLPC4X17N,False,2017-2018
DLAC4X17N,False,2017-2018
DLSC4X17N,False,2017-2018
DLSC4X17D,False,2017-2018
DLFC4X17D,False,2017-2018
DAPC4X17R,False,2017-2018
DAAC4X17R,False,2017-2018
DASC4X17R,False,2017-2018
DBPC4X17R,False,2017-2018
DBAC4X17R,False,2017-2018
DBSC4X17R,False,2017-2018
DIPC4X17R,False,2017-2018
DIAC4X17R,False,2017-2018
DISC4X17R,False,2017-2018
D3PC4X17R,False,2017-2018
D3AC4X17R,False,2017-2018
D3SC4X17R,False,2017-2018
DHPC4X17R,False,2017-2018
DHAC4X17R,False,2017-2018
DHSC4X17R,False,2017-2018
D4PC4X17R,False,2017-2018
D4AC4X17R,False,2017-2018
D4SC4X17R,False,2017-2018
DWPC4X17R,False,2017-2018
DWAC4X17R,False,2017-2018
DWSC4X17R,False,2017-2018
D2PC4X17R,False,2017-2018
D2AC4X17R,False,2017-2018
D2SC4X17R,False,2017-2018
DEPC4X17R,False,2017-2018
DEAC4X17R,False,2017-2018
DESC4X17R,False,2017-2018
DFPC4X17R,False,2017-2018
DFAC4X17R,False,2017-2018
DFSC4X17R,False,2017-2018
DMPC4X17R,False,2017-2018
DMAC4X17R,False,2017-2018
DMSC4X17R,False,2017-2018
DSPC4X17R,False,2017-2018
